_id,RECORD ID,RECORD NAME,DATE OPENED,RECORD MODULE,RECORD STATUS,RECORD STATUS DATE,ADDRESS,BALANCE DUE,DATE ASSIGNED,DATE CLOSED,DATE COMPLETED,DESCRIPTION,JOB VALUE,RECORD TYPE GROUP,RECORD TYPE CATEGORY,RECORD TYPE TYPE,RECORD TYPE SUBTYPE,STATUS,APN,LICENSE NBR,BUSINESS NAME
409,CODE-14-1050,"",2014-07-25T00:00:00.000,Enforcement,In Progress,2014-07-25T13:13:50.000,"401 KING RANCH RD, SOUTHLAKE, TX 76092",0,"","","","RH, 7/25/2014 5:52:00, Backyard sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00306-3-1,"",""
400,CODE-14-1043,2704 Quail Run Court,2014-07-24T00:00:00.000,Enforcement,Noticed,2014-07-24T00:00:00.000,"2704 QUAIL RUN CT, SOUTHLAKE, TX 76092",0,2014-07-24T00:00:00.000,"","",Empty lot has high grass/weeds.,"",Enforcement,NA,Tall Grass and Weeds,NA,Noticed,00155-A-9,"",""
404,CODE-14-1044,501 Cherry Court,2014-07-24T00:00:00.000,Enforcement,Noticed,2014-07-24T00:00:00.000,"501 CHERRY LN, SOUTHLAKE, TX 76092",0,2014-07-24T00:00:00.000,"","",Empty lot for sale has high grass/weeds.,"",Enforcement,NA,Tall Grass and Weeds,NA,Noticed,00174-A-3,"",""
406,CODE-14-1047,2910 Sutton Place,2014-07-24T00:00:00.000,Enforcement,Noticed,2014-07-24T00:00:00.000,"2910 SUTTON PL, SOUTHLAKE, TX 76092",0,2014-07-24T00:00:00.000,"","",Empty lot has high grass/weeds.,"",Enforcement,NA,Tall Grass and Weeds,NA,Noticed,00340--3F04,"",""
615,CODE-14-1257,"",2014-08-15T00:00:00.000,Enforcement,In Progress,2014-08-15T08:38:19.000,"1012 WHITTINGTON PL, SOUTHLAKE, TX 76092",0,"","","","ED, 8/15/2014 6:02:00, sprinklers running in front yard wrong day","",Enforcement,NA,Water Restriction,NA,In Progress,00418-1-15,"",""
577,CODE-14-1220,Landing at Watermere,2014-08-12T00:00:00.000,Enforcement,Noticed,2014-08-12T00:00:00.000,"201 WATERMERE DR, SOUTHLAKE, TX 76092",0,2014-08-07T00:00:00.000,"","","Banner sign attached to fence, no permits","",Enforcement,NA,Signs,Other,Noticed,00406-1-4,"",""
616,CODE-14-1260,"",2014-08-15T00:00:00.000,Enforcement,In Progress,2014-08-15T09:00:08.000,"1215 HAVEN CIR, SOUTHLAKE, TX 76092",0,"","","","TH, 8/15/2014 7:05:00, Watering backyard","",Enforcement,NA,Water Restriction,NA,In Progress,00006--10R,"",""
619,CODE-14-1255,"",2014-08-15T00:00:00.000,Enforcement,In Progress,2014-08-15T08:31:41.000,"714 KENT CT, SOUTHLAKE, TX 76092",0,"","","","TH, 8/15/2014 5:45:00, Watering back yard left side along driveway","",Enforcement,NA,Water Restriction,NA,In Progress,00280-2-103,"",""
443,CODE-14-1086,"",2014-07-30T00:00:00.000,Enforcement,In Progress,2014-07-30T08:47:03.000,"2701 E SH 114, SOUTHLAKE, TX 76092",0,"","","","RH, 7/30/2014 5:15:00, Sprinklers running off day causing excessive run off.","",Enforcement,NA,Water Restriction,NA,In Progress,00032-2-1,"",""
393,CODE-14-1035,"",2014-07-24T00:00:00.000,Enforcement,In Progress,2014-07-24T13:27:42.000,"1300 MONTGOMERY LN, SOUTHLAKE, TX 76092",0,"","","","ED, 7/24/2014 6:24:00, sprinklers running in front yard wrong day.","",Enforcement,NA,Water Restriction,NA,In Progress,00244-3-8,"",""
394,CODE-14-1028,"",2014-07-24T00:00:00.000,Enforcement,In Progress,2014-07-24T13:07:57.000,"204 BROOKVIEW CT, SOUTHLAKE, TX 76092",0,"","","","ED, 7/24/2014 5:36:00, Sprinklers running in front yard irrigating Street and driveway causing a large amount of run off to drain 75 feet or more.","",Enforcement,NA,Water Restriction,NA,In Progress,00234-5-52,"",""
445,CODE-14-1084,806 Princeton Court,2014-07-29T00:00:00.000,Enforcement,Noticed,2014-07-29T00:00:00.000,"806 PRINCETON CT, SOUTHLAKE, TX 76092",0,2014-07-29T00:00:00.000,"","",Property has trees that are over hanging into the roadway.,"",Enforcement,NA,Landscape and Tree,NA,Noticed,00154-4-23,"",""
492,CODE-14-1129,"",2014-08-05T00:00:00.000,Enforcement,In Progress,2014-08-05T15:01:56.000,"518 VILLA CROSSING, SOUTHLAKE, TX 76092",0,"","","","TH, 8/5/2014 6:00:00, Watering front yard flower bed against house","",Enforcement,NA,Water Restriction,NA,In Progress,00236-63-35,"",""
489,CODE-14-1131,"",2014-08-05T00:00:00.000,Enforcement,In Progress,2014-08-05T15:06:25.000,"200 SILVERWOOD CIR, SOUTHLAKE, TX 76092",0,"","","","TH, 8/5/2014 6:31:00, Watering front yard","",Enforcement,NA,Water Restriction,NA,In Progress,00231-2-17,"",""
548,CODE-14-1189,"",2014-08-08T00:00:00.000,Enforcement,In Progress,2014-08-08T09:15:02.000,"203 SHEFFIELD CT, SOUTHLAKE, TX 76092",0,"","","","TH, 8/8/2014 5:54:00, Watering front yard right side.","",Enforcement,NA,Water Restriction,NA,In Progress,00213-2-2,"",""
552,CODE-14-1192,"",2014-08-08T00:00:00.000,Enforcement,In Progress,2014-08-08T09:35:59.000,"909 ASPEN RIDGE DR, SOUTHLAKE, TX 76092",0,"","","","KF, 8/8/2014 6:40:00, Watering front yard on prohibited day.","",Enforcement,NA,Water Restriction,NA,In Progress,00015-11-6,"",""
449,CODE-14-1089,"",2014-07-30T00:00:00.000,Enforcement,In Progress,2014-07-30T09:51:34.000,"425 MONTE CARLO DR, SOUTHLAKE, TX 76092",0,"","","","RH, 7/30/2014 5:53:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00434-19-12,"",""
442,CODE-14-1087,"",2014-07-30T00:00:00.000,Enforcement,In Progress,2014-07-30T08:54:20.000,"100 N KIMBALL AVE, #101, SOUTHLAKE, TX 76092",0,"","","","RH, 7/30/2014 5:25:00, Sprinklers running along Kimball.","",Enforcement,NA,Water Restriction,NA,In Progress,00019-1-2A,"",""
447,CODE-14-1088,"",2014-07-30T00:00:00.000,Enforcement,In Progress,2014-07-30T09:48:17.000,"800 E KIRKWOOD BLVD, SOUTHLAKE, TX 76092",0,"","","","RH, 7/30/2014 5:45:00, Off day.","",Enforcement,NA,Water Restriction,NA,In Progress,00434-7-11,"",""
441,CODE-14-1082,100 W. Southlake Blvd. (Crossroads Square),2014-07-29T00:00:00.000,Enforcement,In Progress,2014-07-30T08:07:21.000,"100 W SOUTHLAKE BLVD, #SHELL, SOUTHLAKE, TX 76092",0,2014-07-29T00:00:00.000,"","",Reported by Joe in Public Works that the stop sign in Crossroads Square between the Texaco and Tom Thumb is damaged and down.,"",Enforcement,NA,Signs,Other,In Progress,00050--2R1,"",""
487,CODE-14-1133,"",2014-08-05T00:00:00.000,Enforcement,In Progress,2014-08-05T15:10:23.000,"1717 RIVIERA LN, SOUTHLAKE, TX 76092",0,"","","","RH, 8/5/2014 7:59:00, Left side yard sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00434-19-5,"",""
488,CODE-14-1130,"",2014-08-05T00:00:00.000,Enforcement,In Progress,2014-08-05T15:04:03.000,"210 HIGHLAND OAKS CIR, SOUTHLAKE, TX 76092",0,"","","","TH. 8/5/2014 6:27:00, Watering front yard","",Enforcement,NA,Water Restriction,NA,In Progress,00231-1-2,"",""
581,CODE-14-1223,"",2014-08-12T00:00:00.000,Enforcement,In Progress,2014-08-12T09:15:55.000,"433 CHAPEL DOWNS CT, SOUTHLAKE, TX 76092",0,"","","","TH, 8/12/2014 6:10:00, Watering front yard flower beds against house","",Enforcement,NA,Water Restriction,NA,In Progress,00186-1-14,"",""
582,CODE-14-1216,"",2014-08-12T00:00:00.000,Enforcement,In Progress,2014-08-12T08:41:46.000,"904 SOUTH HOLLOW CT, SOUTHLAKE, TX 76092",0,"","","","ED, 8/12/2014 5:15:00, Could hear sprinklers running in backyard wrong day","",Enforcement,NA,Water Restriction,NA,In Progress,00195-1-5,"",""
618,CODE-14-1259,"",2014-08-15T00:00:00.000,Enforcement,In Progress,2014-08-15T08:55:54.000,"603 FAIRWAY VIEW TER, SOUTHLAKE, TX 76092",0,"","","","TH, 8/15/2014 6:42:00, Watering backyard right side long fence","",Enforcement,NA,Water Restriction,NA,In Progress,00241-24-22,"",""
617,CODE-14-1253,"",2014-08-15T00:00:00.000,Enforcement,Closed,2014-08-15T00:00:00.000,"480 W SOUTHLAKE BLVD, #105, SOUTHLAKE, TX 76092",0,2014-08-08T00:00:00.000,2014-08-15T00:00:00.000,"",Reported by the area manager of Fuzzy's Tacos that the Busy Bee Bakery is not disposing of their grease properly.  Has a bad smell coming from the bakery into their restaurant.,"",Enforcement,NA,Public Works,NA,Closed,00187-1-2,"",""
456,CODE-14-1096,"",2014-07-31T00:00:00.000,Enforcement,In Progress,2014-07-31T08:34:29.000,"275 BANK ST, SOUTHLAKE, TX 76092",0,"","","","RH, 7/31/2014 5:14:00, Sprinklers running by the dumpster.","",Enforcement,NA,Water Restriction,NA,In Progress,00199-A-11,"",""
611,CODE-14-1261,"",2014-08-15T00:00:00.000,Enforcement,In Progress,2014-08-15T09:02:09.000,"1105 HAVEN CIR, SOUTHLAKE, TX 76092",0,"","","","TH, 8/15/2014 7:05:00, Watering front yard","",Enforcement,NA,Water Restriction,NA,In Progress,00006--15R,"",""
454,CODE-14-1098,"",2014-07-31T00:00:00.000,Enforcement,In Progress,2014-07-31T08:46:43.000,"2707 DERBY CT, SOUTHLAKE, TX 76092",0,"","","","ED, 7/31/2014 5:30:00, sprinklers in front yard irrigating driveway and street water waste.","",Enforcement,NA,Water Restriction,NA,In Progress,00280-1-26,"",""
455,CODE-14-1095,"",2014-07-31T00:00:00.000,Enforcement,In Progress,2014-07-31T08:24:52.000,"500 E KIRKWOOD BLVD, SOUTHLAKE, TX 76092",0,"","","","RH, 7/30/2014 6:00:00, ""Off day. Excessive run off.""","",Enforcement,NA,Water Restriction,NA,In Progress,"","",""
451,CODE-14-1094,"",2014-07-30T00:00:00.000,Enforcement,In Progress,2014-07-30T11:55:47.000,"817 BERKSHIRE RD, SOUTHLAKE, TX 76092",0,"","","","RH, 7/30/2014 7:22:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00418-4-29,"",""
452,CODE-14-1091,"",2014-07-30T00:00:00.000,Enforcement,In Progress,2014-07-30T11:36:56.000,204 ST. TROPEZ DR ,0,"","","","RH, 7/30/2014 10:07:00, Running irrigation after 10am and a broken sprinkler head.","",Enforcement,NA,Water Restriction,NA,In Progress,00434-23-5,"",""
623,CODE-14-1265,1422 Main Street (Southlake Town Square parking lot off Central Ave),2014-08-14T00:00:00.000,Enforcement,In Progress,2014-08-15T10:01:10.000,"1422 MAIN ST, #SHELL, SOUTHLAKE, TX 76092",0,2014-08-14T00:00:00.000,"","",Was asked to meet Officer Tim Stites to tag a vehicle that has been abandoned in the parking lot of Town Square off of Central Ave..  Vehicle has expired tags and inspection and blocking construction work on Central Ave.,"",Enforcement,NA,Zoning,Parking,In Progress,00205-4R-1,"",""
494,CODE-14-1134,901 Watermere Drive,2014-08-01T00:00:00.000,Enforcement,Closed,2014-08-06T00:00:00.000,"901 WATERMERE DR, SOUTHLAKE, TX 76092",0,2014-08-01T00:00:00.000,2014-08-06T00:00:00.000,"",Was sento to this property by Susie our Deputy Building Official to see if a fence was erected because our records show that a permit was applied for but never picked up.,"",Enforcement,NA,Work Without a Permit,NA,Closed,00452-3-1X,"",""
495,CODE-14-1135,1305 Powder River Trail,2014-08-01T00:00:00.000,Enforcement,Closed,2014-08-06T00:00:00.000,"1305 POWDER RIVER TRL, SOUTHLAKE, TX 76092",0,2014-08-01T00:00:00.000,2014-08-06T00:00:00.000,"",Was sent to this property by Susie our Deputy Building Official to see if a fence was erected because our records show a permit was applied for but never picked up.,"",Enforcement,NA,Work Without a Permit,NA,Closed,00100-4-5,"",""
624,CODE-14-1268,3105 E. Southlake Blvd #140 (Frezko Taco Spot),2014-08-14T00:00:00.000,Enforcement,Closed,2014-08-15T00:00:00.000,"3105 E SOUTHLAKE BLVD, #140, SOUTHLAKE, TX 76092",0,2014-08-14T00:00:00.000,2014-08-15T00:00:00.000,"","While delivering a certificate of occupancy to Frezko Taco Spot I noticed that their ""OPEN"" sign had rotating lights.","",Enforcement,NA,Signs,Other,Closed,00199-A-12R,"",""
654,CODE-14-1295,"",2014-08-19T00:00:00.000,Enforcement,In Progress,2014-08-19T15:47:38.000,"321 W SOUTHLAKE BLVD, #140, SOUTHLAKE, TX 76092",0,"","","","","",Enforcement,NA,Signs,Other,In Progress,00424-1-2R,"",""
461,CODE-14-1103,"",2014-07-31T00:00:00.000,Enforcement,In Progress,2014-07-31T09:40:51.000,"513 ROUND HOLLOW LN, SOUTHLAKE, TX 76092",0,"","","","RH, 7/31/2014 6:10:00, Excessive run off water. More than 100 ft.","",Enforcement,NA,Water Restriction,NA,In Progress,00084-1-25,"",""
462,CODE-14-1107,"",2014-07-31T00:00:00.000,Enforcement,In Progress,2014-07-31T09:54:32.000,"806 VICTORIA LN, SOUTHLAKE, TX 76092",0,"","","","RH, 7/31/2014 6:44:00, Front sprinklers running right of driveway.","",Enforcement,NA,Water Restriction,NA,In Progress,00073-AR-9B,"",""
463,CODE-14-1106,"",2014-07-31T00:00:00.000,Enforcement,In Progress,2014-07-31T09:49:32.000,"1240 BENT CREEK DR, SOUTHLAKE, TX 76092",0,"","","","ED, 7/31/2014 6:27:00, sprinklers running on right side of facility wrong day","",Enforcement,NA,Water Restriction,NA,In Progress,00234--3,"",""
464,CODE-14-1104,"",2014-07-31T00:00:00.000,Enforcement,In Progress,2014-07-31T09:44:36.000,"1507 BYRON NELSON PKWY, SOUTHLAKE, TX 76092",0,"","","","ED, 7/31/2014 6:12:00, sprinkler on right side of home close to stop sign irrigating Street and causing excessive run off","",Enforcement,NA,Water Restriction,NA,In Progress,00239-2-4,"",""
659,CODE-14-1302,"",2014-08-21T00:00:00.000,Enforcement,Closed,2014-08-15T00:00:00.000,"1500 W SOUTHLAKE BLVD, #100, SOUTHLAKE, TX 76092",0,2014-08-21T00:00:00.000,2014-08-15T00:00:00.000,"",INSTALLING NEW DUCTS FOR A/C SYSTEM.,"",Enforcement,NA,Work Without a Permit,NA,Closed,00198-6-4R1,"",""
740,CODE-14-1380,1206 W. Continental Blvd.,2014-08-27T00:00:00.000,Enforcement,In Progress,2014-08-28T08:17:55.000,"1206 W CONTINENTAL BLVD, SOUTHLAKE, TX 76092",0,2014-08-27T00:00:00.000,"","",Reported by a neighbor that he wants this house that is vacant and boarded up to be torn down and the real estates signs removed because it has been for sale for years.,"",Enforcement,NA,Substandard Structure,NA,In Progress,00374--1A02,"",""
836,CODE-14-1475,"",2014-09-09T00:00:00.000,Enforcement,In Progress,2014-09-09T13:53:55.000,"1110 FONTAINE DR, SOUTHLAKE, TX 76092",0,"","","","ED, 9/9 at 5:50a, sprinklers running in front yard on a Tues","",Enforcement,NA,Water Restriction,NA,In Progress,00258-2-4,"",""
469,CODE-14-1111,"",2014-07-31T00:00:00.000,Enforcement,In Progress,2014-07-31T10:26:11.000,"1175 OWNBY LN, SOUTHLAKE, TX 76092",0,"","","","RH, 7/31/2014 7:10:00, Front sprinklers causing excessive run off. 300 ft or more.","",Enforcement,NA,Water Restriction,NA,In Progress,00208-1-30,"",""
588,CODE-14-1231,"",2014-08-12T00:00:00.000,Enforcement,In Progress,2014-08-12T09:51:23.000,"800 CROSS LN, SOUTHLAKE, TX 76092",0,"","","","ED, 8/12/2014 6:53:00, sprinklers running in backyard wrong day","",Enforcement,NA,Water Restriction,NA,In Progress,00024-3-1,"",""
457,CODE-14-1097,"",2014-07-31T00:00:00.000,Enforcement,In Progress,2014-07-31T08:36:57.000,"3305 E SH 114, SOUTHLAKE, TX 76092",0,"","","","RH, 7/31/2014 5:20:00, Sprinklers running in back parking area. Kirby's steakhouse","",Enforcement,NA,Water Restriction,NA,In Progress,00199-A-9,"",""
465,CODE-14-1109,"",2014-07-31T00:00:00.000,Enforcement,In Progress,2014-07-31T09:59:50.000,"1115 HIGHLAND OAKS DR, SOUTHLAKE, TX 76092",0,"","","","ED, 7/31/2014 6:55:00, broken sprinkler head my driveway.","",Enforcement,NA,Water Restriction,NA,In Progress,00231-1-34,"",""
594,CODE-14-1235,"",2014-08-13T00:00:00.000,Enforcement,In Progress,2014-08-13T08:40:54.000,"2850 MARKET LOOP, SOUTHLAKE, TX 76092",0,"","","","KF, 8/13/2014 5:20:00, Watering on prohibited day.","",Enforcement,NA,Water Restriction,NA,In Progress,00309-B-6,"",""
580,CODE-14-1222,"",2014-08-12T00:00:00.000,Enforcement,In Progress,2014-08-12T09:13:01.000,"1112 MERLOT DR, SOUTHLAKE, TX 76092",0,"","","","Ed, 8/12/2014 6:07:00, sprinklers running in backyard wrong day","",Enforcement,NA,Water Restriction,NA,In Progress,00258-6-11,"",""
604,CODE-14-1249,"",2014-08-14T00:00:00.000,Enforcement,In Progress,2014-08-14T09:28:29.000,"812 ORLEANS DR, SOUTHLAKE, TX 76092",0,"","","","RH, 8/14/2014 6:27:00, Side yard sprinklers running causing excessive run off 200 ft.","",Enforcement,NA,Water Restriction,NA,In Progress,00434-15-18,"",""
470,CODE-14-1110,"",2014-07-31T00:00:00.000,Enforcement,In Progress,2014-07-31T10:15:49.000,"1209 SARAH PARK TRL, SOUTHLAKE, TX 76092",0,"","","","ED, 7/31/2014 7:06:00, sprinklers in front yard irrigating Street water waste","",Enforcement,NA,Water Restriction,NA,In Progress,00242-16-45,"",""
498,CODE-14-1139,"",2014-08-06T00:00:00.000,Enforcement,In Progress,2014-08-06T09:16:08.000,"325 MORRISON PARK DR, SOUTHLAKE, TX 76092",0,2014-08-05T00:00:00.000,"","",Reported by Ken our Planning Director that this construction site has trash and debris.,"",Enforcement,NA,Trash and Rubbish,NA,In Progress,00420-1-5,"",""
635,CODE-14-1275,"",2014-08-18T00:00:00.000,Enforcement,In Progress,2014-08-18T08:51:41.000,"903 EDGEMEER LN, SOUTHLAKE, TX 76092",0,"","","","RH, 8/18/2014 4:44:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00245-5-4,"",""
458,CODE-14-1099,"",2014-07-31T00:00:00.000,Enforcement,In Progress,2014-07-31T08:50:17.000,"1409 MONARCH WAY, SOUTHLAKE, TX 76092",0,"","","","ED, 7/31/2014 5:45:00, sprinklers in front yard irrigating Street and causing excessive run off","",Enforcement,NA,Water Restriction,NA,In Progress,00244-7-8,"",""
516,CODE-14-1160,"",2014-08-06T00:00:00.000,Enforcement,In Progress,2014-08-06T14:38:42.000,"704 VENICE AVE, SOUTHLAKE, TX 76092",0,"","","","RH, 8/6/2014 6:32:00, Sprinkler head is spraying only the driveway causing water waste.","",Enforcement,NA,Water Restriction,NA,In Progress,00191-2-3,"",""
517,CODE-14-1157,"",2014-08-06T00:00:00.000,Enforcement,In Progress,2014-08-06T14:29:14.000,"121 S PEARSON LN, SOUTHLAKE, TX 76092",0,"","","","RH, 8/6/2014 6:18:00, Hoa irrigation at entrance.","",Enforcement,NA,Water Restriction,NA,In Progress,00297--9,"",""
655,CODE-14-1296,2320 W. Southlake Blvd.(Animal Clinic),2014-08-15T00:00:00.000,Enforcement,In Progress,2014-08-20T07:26:05.000,"2320 W SOUTHLAKE BLVD, SOUTHLAKE, TX 76092",0,2014-08-15T00:00:00.000,"","",Reported by the Animal Clinic that a red Pontiac has been abandoned in the parking lot since Monday (8/11/2014).  States owner of vehicle broke down and stated she would come back and get her vehicle.,"",Enforcement,NA,Zoning,Parking,In Progress,00167--4R1,"",""
634,CODE-14-1274,"",2014-08-18T00:00:00.000,Enforcement,In Progress,2014-08-18T08:49:19.000,"1920 E SH 114, SOUTHLAKE, TX 76092",0,"","","","KF, 8/18/2014 4:35:00, Watering on prohibited day. Low T Center.","",Enforcement,NA,Water Restriction,NA,In Progress,00170--2R3,"",""
694,CODE-14-1335,"",2014-08-22T00:00:00.000,Enforcement,In Progress,2014-08-22T09:45:01.000,"103 HARVARD DR, SOUTHLAKE, TX 76092",0,"","","","RH, 8/22/2014 7:20:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00154-4-9,"",""
501,CODE-14-1143,628 Cimarron Trail,2014-08-05T00:00:00.000,Enforcement,Noticed,2014-08-05T00:00:00.000,"628 CIMARRON TRL, SOUTHLAKE, TX 76092",0,2014-08-05T00:00:00.000,"","",Email from a property owner in Vista Trails that some property owners have trees that are over hanging into the roadway.,"",Enforcement,NA,Landscape and Tree,NA,Noticed,00261-2-8,"",""
459,CODE-14-1100,"",2014-07-31T00:00:00.000,Enforcement,In Progress,2014-07-31T08:52:29.000,"1801 MONET AVE, SOUTHLAKE, TX 76092",0,"","","","RH, 7/31/2014 5:47:00, Front sprinklers running causing excessive run off. 200 plus ft.","",Enforcement,NA,Water Restriction,NA,In Progress,00434-22-1,"",""
466,CODE-14-1102,"",2014-07-31T00:00:00.000,Enforcement,In Progress,2014-07-31T09:00:07.000,"1338 MONTGOMERY LN, SOUTHLAKE, TX 76092",0,"","","","ED, 7/31/2014 6:04:00, sprinklers running in front yard wrong day","",Enforcement,NA,Water Restriction,NA,In Progress,00244-3-21,"",""
467,CODE-14-1108,"",2014-07-31T00:00:00.000,Enforcement,In Progress,2014-07-31T09:56:21.000,"125 WENDOVER CT, SOUTHLAKE, TX 76092",0,"","","","ED, 7/31/2014 6:50:00, sprinklers running on left side of home irrigating Street water waste","",Enforcement,NA,Water Restriction,NA,In Progress,00231-2-51,"",""
468,CODE-14-1105,"",2014-07-31T00:00:00.000,Enforcement,In Progress,2014-07-31T09:46:54.000,"3609 IRON MOUNTAIN RANCH CT, SOUTHLAKE, TX 76092",0,"","","","RH, 7/31/2014 6:20:00, Excessive water run off more than 500 ft.. Left side sprinklers running in the front.","",Enforcement,NA,Water Restriction,NA,In Progress,00308-1-10,"",""
531,CODE-14-1178,"",2014-08-07T00:00:00.000,Enforcement,In Progress,2014-08-07T10:08:55.000,"711 KENT CT, SOUTHLAKE, TX 76092",0,"","","","ED, 8/7/2014 6:58:00, sprinkler in front yard close to driveway irrigating driveway causing excessive runoff water waste","",Enforcement,NA,Water Restriction,NA,In Progress,00280-2-90,"",""
537,CODE-14-1176,"",2014-08-07T00:00:00.000,Enforcement,In Progress,2014-08-07T10:02:49.000,"500 CLARIDEN RANCH RD, SOUTHLAKE, TX 76092",0,"","","","RH, 8/7/2014 6:42:00, Front sprinklers running. Off day.","",Enforcement,NA,Water Restriction,NA,In Progress,00307-2-4,"",""
737,CODE-14-1378,4383 Soda Ridge Road,2014-08-27T00:00:00.000,Enforcement,In Progress,2014-08-28T07:53:56.000,"4383 SODA RIDGE RD, SOUTHLAKE, TX 76092",0,2014-08-27T00:00:00.000,"","",Reported by a neighbor that this property owners aerobic system is not working properly and the smell is unbearable.,"",Enforcement,NA,Health and Sanitation,NA,In Progress,00093-C-2R,"",""
579,CODE-14-1218,Heartland Title US,2014-08-12T00:00:00.000,Enforcement,Noticed,2014-08-12T00:00:00.000,"211 E SOUTHLAKE BLVD, #180, SOUTHLAKE, TX 76092",0,2014-07-21T00:00:00.000,"","",Attached building signs installed without obtaining permits or inspections,"",Enforcement,NA,Signs,Other,Noticed,00296-1-1,"",""
589,CODE-14-1225,"",2014-08-12T00:00:00.000,Enforcement,In Progress,2014-08-12T09:23:37.000,"1205 LORRAINE CT, SOUTHLAKE, TX 76092",0,"","","","ED, 8/12/2014 6:21:00, sprinklers running in flower bed wrong day","",Enforcement,NA,Water Restriction,NA,In Progress,00258-2-33,"",""
590,CODE-14-1230,"",2014-08-12T00:00:00.000,Enforcement,In Progress,2014-08-12T09:45:05.000,"1700 PECOS DR, SOUTHLAKE, TX 76092",0,"","","","TH, 8/12/2014 6:44:00, Watering backyard at end of driveway","",Enforcement,NA,Water Restriction,NA,In Progress,00198-3-93,"",""
591,CODE-14-1224,"",2014-08-12T00:00:00.000,Enforcement,In Progress,2014-08-12T09:20:09.000,"1104 MERLOT DR, SOUTHLAKE, TX 76092",0,"","","","ED, 8/12/2014 6:13:00, sprinklers running on left side of home behind black fence wrong day","",Enforcement,NA,Water Restriction,NA,In Progress,00258-6-9,"",""
632,CODE-14-1276,"",2014-08-18T00:00:00.000,Enforcement,In Progress,2014-08-18T08:54:42.000,"1708 GRASS CT, SOUTHLAKE, TX 76092",0,"","","","KF, 8/18/2014 4:50:00, Irrigating on prohibited day, front yard.","",Enforcement,NA,Water Restriction,NA,In Progress,00407-1-3,"",""
633,CODE-14-1273,"",2014-08-18T00:00:00.000,Enforcement,In Progress,2014-08-18T08:44:26.000,"2106 MIRACLE POINTE DR, SOUTHLAKE, TX 76092",0,"","","","KF, 8/18/2014 4:30:00, Watering front yard.","",Enforcement,NA,Water Restriction,NA,In Progress,00116-2-2,"",""
514,CODE-14-1155,"",2014-08-06T00:00:00.000,Enforcement,In Progress,2014-08-06T14:13:22.000,"1202 CLUBHOUSE CT, SOUTHLAKE, TX 76092",0,"","","","ED, 8/6/2014 6:13:00, sprinklers irrigating driveway causing excessive runoff","",Enforcement,NA,Water Restriction,NA,In Progress,00235-1-9,"",""
515,CODE-14-1156,"",2014-08-06T00:00:00.000,Enforcement,In Progress,2014-08-06T14:19:47.000,"807 FAIRWOOD CT, SOUTHLAKE, TX 76092",0,"","","","ED, 8/6/2014 6:21:00, sprinklers running on left side of home and front flower bed wrong day","",Enforcement,NA,Water Restriction,NA,In Progress,00237-20-9,"",""
550,CODE-14-1191,"",2014-08-08T00:00:00.000,Enforcement,In Progress,2014-08-08T09:33:56.000,"304 MONTPELIER DR, SOUTHLAKE, TX 76092",0,"","","","KF, 8/8/2014 6:25:00, Watering north side of home on prohibited day.","",Enforcement,NA,Water Restriction,NA,In Progress,00434-17-36,"",""
551,CODE-14-1193,"",2014-08-08T00:00:00.000,Enforcement,In Progress,2014-08-08T09:41:05.000,"1326 REGENCY CT, SOUTHLAKE, TX 76092",0,"","","","TH, 8/8/2014 6:45:00, Watering front yard","",Enforcement,NA,Water Restriction,NA,In Progress,00236-39-33,"",""
536,CODE-14-1173,"",2014-08-07T00:00:00.000,Enforcement,In Progress,2014-08-07T09:53:15.000,"1105 TEALWOOD CT, SOUTHLAKE, TX 76092",0,2014-08-06T00:00:00.000,"","",Property owner who lives next door to this house being built stated that the grass is not being maintained.,"",Enforcement,NA,Tall Grass and Weeds,NA,In Progress,00411-1-17,"",""
528,CODE-14-1169,"",2014-08-07T00:00:00.000,Enforcement,In Progress,2014-08-07T09:33:05.000,"1205 MEADOW RIDGE CT, SOUTHLAKE, TX 76092",0,"","","","ED, 8/7/2014 5:29:00, broken sprinkler head in front yard causing excessive runoff","",Enforcement,NA,Water Restriction,NA,In Progress,00196-4-11,"",""
524,CODE-14-1166,"",2014-08-07T00:00:00.000,Enforcement,In Progress,2014-08-07T08:36:09.000,"1190 N CARROLL AVE, SOUTHLAKE, TX 76092",0,"","","","RH, 8/7/2014 5:15:00, Watering on an off day. Flower beds and south side of building causing excessive run off.","",Enforcement,NA,Water Restriction,NA,In Progress,00389-A-6R1R,"",""
739,CODE-14-1381,3101 W. Southlake Blvd. (PSE),2014-08-27T00:00:00.000,Enforcement,In Progress,2014-08-28T08:26:00.000,"3101 W SOUTHLAKE BLVD, SOUTHLAKE, TX 76092",0,2014-08-26T00:00:00.000,"","",Reported by the business owner that this section of their back property that was sold is not being maintained.,"",Enforcement,NA,Tall Grass and Weeds,NA,In Progress,00167-1-2,"",""
